order_no,booking_time,pickup_time,drop_off_time,driver_id,booking_pickup_latitude,booking_pickup_longitude,booking_destination_latitude,booking_destination_longitude,status,fare,surge_multiplier,customer_id,discount_amt,pickup_s2id_15,dropoff_s2id_15,pickup_s2id_14,dropoff_s2id_14,pickup_s2id_13,dropoff_s2id_13,trip_id,n_order,n_trip,n_cancel,time_period,weekend,wait_time_x,travel_time_x,wait_time_y,travel_time_y
RB-2978542872,2019-11-07 09:29:50,2019-11-07 09:31:43,2019-11-07 09:51:28,700256079.0,1.291899,103.834449,1.317931,103.87756,1,880,1.0,121746,0.0,3592211813808209920,3592210246145146880,3592211814881951744,3592210242923921408,3592211810586984448,3592210230039019520,122,1,1,0,am_peak,0,0 days 00:01:53,0 days 00:19:45,0 days 00:01:53,0 days 00:19:45
RB-2979508320,2019-11-07 14:19:19,,2019-11-07 14:19:30,700605284.0,1.317931,103.87756,1.291899,103.834449,3,940,1.0,121746,0.0,3592210246145146880,3592211813808209920,3592210242923921408,3592211814881951744,3592210230039019520,3592211810586984448,123,2,1,1,day_nonpeak,0,0 days 00:04:19,0 days 00:21:23,0 days 00:04:19,0 days 00:21:23
RB-2979511935,2019-11-07 14:20:21,2019-11-07 14:23:38,2019-11-07 14:45:01,700681428.0,1.317931,103.87756,1.291899,103.834449,1,940,1.0,121746,0.0,3592210246145146880,3592211813808209920,3592210242923921408,3592211814881951744,3592210230039019520,3592211810586984448,123,2,1,1,day_nonpeak,0,0 days 00:04:19,0 days 00:21:23,0 days 00:04:19,0 days 00:21:23
RB-2979897640,2019-11-07 16:02:30,,2019-11-07 16:02:32,,1.291851,103.834407,1.304715,103.83035,2,600,1.0,121746,0.0,3592211813808209920,3592211749383700480,3592211814881951744,3592211746162475008,3592211810586984448,3592211741867507712,124,3,0,3,day_nonpeak,0,,,,
RB-2979898171,2019-11-07 16:02:37,,2019-11-07 16:02:38,,1.291851,103.834407,1.304715,103.83035,2,600,1.0,121746,0.0,3592211813808209920,3592211749383700480,3592211814881951744,3592211746162475008,3592211810586984448,3592211741867507712,124,3,0,3,day_nonpeak,0,,,,
RB-2979898449,2019-11-07 16:02:40,,2019-11-07 16:02:42,,1.291851,103.834407,1.304715,103.83035,2,600,1.0,121746,0.0,3592211813808209920,3592211749383700480,3592211814881951744,3592211746162475008,3592211810586984448,3592211741867507712,124,3,0,3,day_nonpeak,0,,,,
RB-2980609592,2019-11-07 18:21:39,,2019-11-07 18:21:41,,1.291851,103.834407,1.302632,103.835307,2,1070,1.899999976158142,121746,0.0,3592211813808209920,3592211766563569664,3592211814881951744,3592211763342344192,3592211810586984448,3592211776227246080,125,1,0,1,pm_peak,0,,,,
RB-2981335121,2019-11-07 21:05:50,,2019-11-07 21:05:52,,1.30387,103.835798,1.291899,103.834449,2,1340,2.5,121746,0.0,3592211768711053312,3592211813808209920,3592211771932278784,3592211814881951744,3592211776227246080,3592211810586984448,126,1,0,1,pm_peak,0,,,,
RB-2982848554,2019-11-08 10:25:30,2019-11-08 10:29:26,2019-11-08 10:42:13,700131561.0,1.291851,103.834407,1.294811,103.778734,1,850,1.0,121746,0.0,3592211813808209920,3592212612672126976,3592211814881951744,3592212613745868800,3592211810586984448,3592212600860966912,127,1,1,0,day_nonpeak,0,0 days 00:03:56,0 days 00:12:47,0 days 00:03:56,0 days 00:12:47
RB-2983333857,2019-11-08 12:31:15,2019-11-08 12:35:16,2019-11-08 12:51:42,700278771.0,1.29326,103.78373,1.283834,103.817666,1,750,1.0,121746,0.0,3592212599787225088,3592214261939568640,3592212596565999616,3592214263013310464,3592212600860966912,3592214250128408576,128,1,1,0,day_nonpeak,0,0 days 00:04:01,0 days 00:16:26,0 days 00:04:01,0 days 00:16:26
RB-2983541720,2019-11-08 13:14:54,,2019-11-08 13:14:56,,1.283834,103.817666,1.291851,103.834407,2,820,1.5,121746,0.0,3592214261939568640,3592211813808209920,3592214263013310464,3592211814881951744,3592214250128408576,3592211810586984448,129,2,0,2,day_nonpeak,0,,,,
RB-2983541973,2019-11-08 13:14:58,,2019-11-08 13:15:01,,1.283834,103.817666,1.291851,103.834407,2,820,1.5,121746,0.0,3592214261939568640,3592211813808209920,3592214263013310464,3592211814881951744,3592214250128408576,3592211810586984448,129,2,0,2,day_nonpeak,0,,,,
RB-2984468668,2019-11-08 16:33:14,,2019-11-08 16:33:15,,1.291856,103.834422,1.301962,103.893786,2,1390,1.5,121746,0.0,3592211813808209920,3592210495253250048,3592211814881951744,3592210492032024576,3592211810586984448,3592210504916926464,130,2,0,2,day_nonpeak,0,,,,
RB-2984468990,2019-11-08 16:33:17,,2019-11-08 16:33:19,,1.291856,103.834422,1.301962,103.893786,2,1390,1.5,121746,0.0,3592211813808209920,3592210495253250048,3592211814881951744,3592210492032024576,3592211810586984448,3592210504916926464,130,2,0,2,day_nonpeak,0,,,,
RB-2985066133,2019-11-08 18:18:29,,2019-11-08 18:18:30,,1.301962,103.893786,1.296047,103.85474,2,660,1.0,121746,0.0,3592210495253250048,3592211852462915584,3592210492032024576,3592211849241690112,3592210504916926464,3592211844946722816,131,4,0,4,pm_peak,0,,,,
RB-2985066809,2019-11-08 18:18:35,,2019-11-08 18:18:36,,1.301962,103.893786,1.296047,103.85474,2,660,1.0,121746,0.0,3592210495253250048,3592211852462915584,3592210492032024576,3592211849241690112,3592210504916926464,3592211844946722816,131,4,0,4,pm_peak,0,,,,
RB-2985070937,2019-11-08 18:19:10,,2019-11-08 18:19:11,,1.301962,103.893786,1.296047,103.85474,2,660,1.0,121746,0.0,3592210495253250048,3592211852462915584,3592210492032024576,3592211849241690112,3592210504916926464,3592211844946722816,131,4,0,4,pm_peak,0,,,,
RB-2985072558,2019-11-08 18:19:24,,2019-11-08 18:19:25,,1.301962,103.893786,1.296047,103.85474,2,660,1.0,121746,0.0,3592210495253250048,3592211852462915584,3592210492032024576,3592211849241690112,3592210504916926464,3592211844946722816,131,4,0,4,pm_peak,0,,,,
RB-2986000215,2019-11-08 20:59:26,,2019-11-08 20:59:28,,1.309835,103.855412,1.291851,103.834407,2,1350,2.0,121746,0.0,3592211998491803648,3592211813808209920,3592211995270578176,3592211814881951744,3592211982385676288,3592211810586984448,132,2,0,2,pm_peak,0,,,,
RB-2986000493,2019-11-08 20:59:31,,2019-11-08 20:59:32,,1.309835,103.855412,1.291851,103.834407,2,1350,2.0,121746,0.0,3592211998491803648,3592211813808209920,3592211995270578176,3592211814881951744,3592211982385676288,3592211810586984448,132,2,0,2,pm_peak,0,,,,
RB-3025164894,2019-11-19 16:20:22,,2019-11-19 16:20:24,,1.2908151930094545,103.83917458355424,1.2847673,103.8477902,2,600,1.0,121918,0.0,3592211820250660864,3592211191037952000,3592211823471886336,3592211187816726528,3592211810586984448,3592211192111693824,133,4,0,4,day_nonpeak,0,,,,
RB-3025165537,2019-11-19 16:20:30,,2019-11-19 16:20:32,,1.2908151930094545,103.83917458355424,1.2847673,103.8477902,2,600,1.0,121918,0.0,3592211820250660864,3592211191037952000,3592211823471886336,3592211187816726528,3592211810586984448,3592211192111693824,133,4,0,4,day_nonpeak,0,,,,
RB-3025165843,2019-11-19 16:20:34,,2019-11-19 16:20:36,,1.2908151930094545,103.83917458355424,1.2847673,103.8477902,2,600,1.0,121918,0.0,3592211820250660864,3592211191037952000,3592211823471886336,3592211187816726528,3592211810586984448,3592211192111693824,133,4,0,4,day_nonpeak,0,,,,
RB-3025167483,2019-11-19 16:20:56,,2019-11-19 16:20:58,,1.2908151930094545,103.83917458355424,1.2847673,103.8477902,2,600,1.0,121918,0.0,3592211820250660864,3592211191037952000,3592211823471886336,3592211187816726528,3592211810586984448,3592211192111693824,133,4,0,4,day_nonpeak,0,,,,
RB-3026850566,2019-11-19 23:29:45,,2019-11-19 23:31:08,,1.26520935,103.8227067,1.2908153,103.8391747,2,630,1.0,121918,0.0,3592211521750433792,3592211820250660864,3592211522824175616,3592211823471886336,3592211535709077504,3592211810586984448,134,1,0,1,pm_peak,0,,,,
RB-3069023741,2019-11-30 17:31:05,2019-11-30 17:35:57,2019-11-30 17:54:54,700633403.0,1.308111,103.862593,1.304013,103.874843,1,1370,1.7,122244,0.0,3592212009229221888,3592210355666812928,3592212012450447360,3592210354593071104,3592212016745414656,3592210367477972992,135,1,1,0,pm_peak,1,0 days 00:04:52,0 days 00:18:57,0 days 00:04:52,0 days 00:18:57
RB-3070199013,2019-11-30 22:04:56,2019-11-30 22:16:06,2019-11-30 22:44:16,700315644.0,1.355834,103.987293,1.2907642,103.8373645,1,1630,1.0,122265,0.0,3592250232290672640,3592211818103177216,3592250229069447168,3592211814881951744,3592250224774479872,3592211810586984448,136,1,1,0,pm_peak,1,0 days 00:11:10,0 days 00:28:10,0 days 00:11:10,0 days 00:28:10
RB-3068375508,2019-11-30 14:43:34,2019-11-30 14:53:40,2019-11-30 15:06:10,700473875.0,1.313955,103.828427,1.3064411,103.8312429,1,700,1.1,122389,0.0,3592212176732946432,3592211747236216832,3592212175659204608,3592211746162475008,3592212188544106496,3592211741867507712,137,1,1,0,day_nonpeak,1,0 days 00:10:06,0 days 00:12:30,0 days 00:10:06,0 days 00:12:30
RB-2977542496,2019-11-06 22:26:11,,2019-11-06 22:28:07,,1.3059889109729157,103.81186801940204,1.3057874,103.8604597,2,1400,1.7999999523162842,122475,0.0,3592212389333827584,3592211923329875968,3592212390407569408,3592211926551101440,3592212394702536704,3592211913666199552,138,2,0,2,pm_peak,0,,,,
RB-2977547322,2019-11-06 22:28:13,,2019-11-06 22:28:45,,1.3059889109729157,103.81186801940204,1.3057874,103.8604597,2,1400,1.7999999523162842,122475,0.0,3592212389333827584,3592211923329875968,3592212390407569408,3592211926551101440,3592212394702536704,3592211913666199552,138,2,0,2,pm_peak,0,,,,
RB-2978933542,2019-11-07 11:25:42,2019-11-07 11:27:34,2019-11-07 12:02:08,700138979.0,1.3092053828736396,103.823612742126,1.3399326,103.7061039,1,2020,1.2000000476837158,122475,0.0,3592212193912815616,3592201162289315840,3592212192839073792,3592201163363057664,3592212188544106496,3592201159068090368,139,1,1,0,day_nonpeak,0,0 days 00:01:52,0 days 00:34:34,0 days 00:01:52,0 days 00:34:34
RB-2982433938,2019-11-08 08:45:24,,2019-11-08 08:47:33,700286067.0,1.35211007,103.75653066,1.3166097,103.69805,3,2280,2.25,122475,0.0,3592201548836372480,3592189628154642432,3592201549910114304,3592189627080900608,3592201537025212416,3592189614195998720,140,2,1,1,am_peak,0,0 days 00:10:28,0 days 00:18:05,0 days 00:10:28,0 days 00:18:05
RB-2982444524,2019-11-08 08:47:38,2019-11-08 08:55:52,2019-11-08 09:13:57,700441951.0,1.35211007,103.75653066,1.3166097,103.69805,1,2280,2.25,122475,0.0,3592201548836372480,3592189628154642432,3592201549910114304,3592189627080900608,3592201537025212416,3592189614195998720,140,2,1,1,am_peak,0,0 days 00:10:28,0 days 00:18:05,0 days 00:10:28,0 days 00:18:05
RB-2993323489,2019-11-11 08:34:46,2019-11-11 08:46:39,2019-11-11 09:03:19,700243676.0,1.35211007,103.75653066,1.3166097,103.69805,1,2280,2.25,122475,0.0,3592201548836372480,3592189628154642432,3592201549910114304,3592189627080900608,3592201537025212416,3592189614195998720,141,1,1,0,am_peak,0,0 days 00:11:53,0 days 00:16:40,0 days 00:11:53,0 days 00:16:40
RB-2997313883,2019-11-12 08:39:57,2019-11-12 08:50:21,2019-11-12 09:10:14,700666584.0,1.35211007,103.75653066,1.3166097,103.69805,1,1820,1.7999999523162842,122475,0.0,3592201548836372480,3592189628154642432,3592201549910114304,3592189627080900608,3592201537025212416,3592189614195998720,142,1,1,0,am_peak,0,0 days 00:10:24,0 days 00:19:53,0 days 00:10:24,0 days 00:19:53
RB-3001360802,2019-11-13 09:16:00,2019-11-13 09:23:57,2019-11-13 09:42:36,700611821.0,1.35211007,103.75653066,1.3166097,103.69805,1,1620,1.600000023841858,122475,0.0,3592201548836372480,3592189628154642432,3592201549910114304,3592189627080900608,3592201537025212416,3592189614195998720,143,1,1,0,am_peak,0,0 days 00:07:57,0 days 00:18:39,0 days 00:07:57,0 days 00:18:39
RB-3005279169,2019-11-14 09:07:54,2019-11-14 09:13:22,2019-11-14 09:29:52,700146623.0,1.35211007,103.75653066,1.3166097,103.69805,1,1220,1.2000000476837158,122475,0.0,3592201548836372480,3592189628154642432,3592201549910114304,3592189627080900608,3592201537025212416,3592189614195998720,144,1,1,0,am_peak,0,0 days 00:05:28,0 days 00:16:30,0 days 00:05:28,0 days 00:16:30
RB-3009661797,2019-11-15 10:49:08,2019-11-15 10:54:57,2019-11-15 11:12:46,700270292.0,1.35211007,103.75653066,1.3399326,103.7061039,1,1730,2.25,122475,0.0,3592201548836372480,3592201162289315840,3592201549910114304,3592201163363057664,3592201537025212416,3592201159068090368,145,1,1,0,day_nonpeak,0,0 days 00:05:49,0 days 00:17:49,0 days 00:05:49,0 days 00:17:49
RB-3042240107,2019-11-23 16:46:52,,2019-11-23 16:48:18,,1.38458109,103.7448781,1.35211007,103.75653066,2,1200,1.899999976158142,122475,0.0,3592203348427669504,3592201548836372480,3592203345206444032,3592201549910114304,3592203358091345920,3592201537025212416,146,1,0,1,day_nonpeak,1,,,,
RB-3047073003,2019-11-25 08:45:29,2019-11-25 08:52:26,2019-11-25 09:13:03,700305577.0,1.35211007,103.75653066,1.3166097,103.69805,1,1930,1.9,122475,0.0,3592201548836372480,3592189628154642432,3592201549910114304,3592189627080900608,3592201537025212416,3592189614195998720,147,1,1,0,am_peak,0,0 days 00:06:57,0 days 00:20:37,0 days 00:06:57,0 days 00:20:37
RB-3050968658,2019-11-26 08:54:36,2019-11-26 09:04:31,2019-11-26 09:23:35,700368193.0,1.35211007,103.75653066,1.3166097,103.69805,1,1720,1.7,122475,0.0,3592201548836372480,3592189628154642432,3592201549910114304,3592189627080900608,3592201537025212416,3592189614195998720,148,1,1,0,am_peak,0,0 days 00:09:55,0 days 00:19:04,0 days 00:09:55,0 days 00:19:04
RB-3054870163,2019-11-27 08:49:18,,2019-11-27 08:49:34,,1.35211007,103.75653066,1.3166097,103.69805,2,2280,2.25,122475,0.0,3592201548836372480,3592189628154642432,3592201549910114304,3592189627080900608,3592201537025212416,3592189614195998720,149,1,0,1,am_peak,0,,,,
RB-3058824585,2019-11-28 08:50:49,2019-11-28 09:00:14,2019-11-28 09:20:27,700296058.0,1.35211007,103.75653066,1.3166097,103.69805,1,2490,2.25,122475,0.0,3592201548836372480,3592189628154642432,3592201549910114304,3592189627080900608,3592201537025212416,3592189614195998720,150,1,1,0,am_peak,0,0 days 00:09:25,0 days 00:20:13,0 days 00:09:25,0 days 00:20:13
RB-3062810750,2019-11-29 08:41:01,2019-11-29 08:46:01,2019-11-29 09:12:08,700728298.0,1.35211007,103.75653066,1.3166097,103.69805,1,2210,2.0,122475,0.0,3592201548836372480,3592189628154642432,3592201549910114304,3592189627080900608,3592201537025212416,3592189614195998720,151,1,1,0,am_peak,0,0 days 00:05:00,0 days 00:26:07,0 days 00:05:00,0 days 00:26:07
RB-3067359335,2019-11-30 10:01:56,2019-11-30 10:07:39,2019-11-30 10:36:51,700209447.0,1.35211007,103.75653066,1.302632,103.835307,1,1410,1.2,122475,0.0,3592201548836372480,3592211766563569664,3592201549910114304,3592211763342344192,3592201537025212416,3592211776227246080,152,1,1,0,day_nonpeak,1,0 days 00:05:43,0 days 00:29:12,0 days 00:05:43,0 days 00:29:12
RB-3037294640,2019-11-22 13:11:09,2019-11-22 13:14:27,2019-11-22 13:23:43,700143896.0,1.291114,103.839222,1.282846,103.844174,1,600,1.0,122617,0.0,3592211820250660864,3592211635567067136,3592211823471886336,3592211634493325312,3592211810586984448,3592211638788292608,153,1,1,0,day_nonpeak,0,0 days 00:03:18,0 days 00:09:16,0 days 00:03:18,0 days 00:09:16
RB-3038408742,2019-11-22 17:08:33,2019-11-22 17:12:55,2019-11-22 17:47:20,700596344.0,1.291114,103.839222,1.361117,103.990127,1,1770,1.100000023841858,122617,0.0,3592211820250660864,3592250215110803456,3592211823471886336,3592250211889577984,3592211810586984448,3592250224774479872,154,1,1,0,pm_peak,0,0 days 00:04:22,0 days 00:34:25,0 days 00:04:22,0 days 00:34:25
RB-3066705294,2019-11-30 00:46:55,,2019-11-30 01:21:39,700786292.0,1.356569,103.988875,1.322385,103.824483,1,2180,1.3,122931,0.0,3592250225848221696,3592212236862488576,3592250229069447168,3592212235788746752,3592250224774479872,3592212222903844864,155,1,1,0,midnight,1,,,,
RB-3068725306,2019-11-30 16:17:01,,2019-11-30 16:18:01,700276232.0,1.303656,103.83293,1.322385,103.824483,3,2060,2.5,122931,0.0,3592211749383700480,3592212236862488576,3592211746162475008,3592212235788746752,3592211741867507712,3592212222903844864,156,1,0,1,day_nonpeak,1,,,,
RB-3068775584,2019-11-30 16:30:20,,2019-11-30 16:40:41,700637270.0,1.302394,103.834374,1.322385,103.824483,3,1250,1.5,122931,0.0,3592211766563569664,3592212236862488576,3592211763342344192,3592212235788746752,3592211776227246080,3592212222903844864,157,1,0,1,day_nonpeak,1,,,,
RB-2970844212,2019-11-05 12:06:14,2019-11-05 12:11:35,2019-11-05 12:39:34,700266819.0,1.291932,103.844425,1.3535,103.98758,1,1630,1.0,123271,0.0,3592211824545628160,3592250251618025472,3592211823471886336,3592250254839250944,3592211810586984448,3592250259134218240,158,1,1,0,day_nonpeak,0,0 days 00:05:21,0 days 00:27:59,0 days 00:05:21,0 days 00:27:59
RB-3051010168,2019-11-26 09:05:01,,2019-11-26 09:07:53,,1.393945,103.896945,1.318998,103.942799,4,1830,1.3,123386,0.0,3592207901093003264,3592221900538904576,3592207897871777792,3592221899465162752,3592207893576810496,3592221912350064640,159,2,0,2,am_peak,0,,,,
RB-3051023577,2019-11-26 09:08:24,,2019-11-26 09:09:04,,1.393945,103.896945,1.318998,103.942799,2,1830,1.3,123386,0.0,3592207901093003264,3592221900538904576,3592207897871777792,3592221899465162752,3592207893576810496,3592221912350064640,159,2,0,2,am_peak,0,,,,
RB-3067841513,2019-11-30 12:25:02,,2019-11-30 12:38:34,700434886.0,1.307411,103.820069,1.305881,103.832955,3,700,1.0,123559,0.0,3592212378596409344,3592211747236216832,3592212381817634816,3592211746162475008,3592212394702536704,3592211741867507712,160,1,0,1,day_nonpeak,1,,,,
RB-2982671806,2019-11-08 09:39:51,2019-11-08 09:42:04,2019-11-08 09:51:30,700181178.0,1.290764,103.837365,1.30387,103.835798,1,750,1.399999976158142,123932,0.0,3592211818103177216,3592211768711053312,3592211814881951744,3592211771932278784,3592211810586984448,3592211776227246080,161,1,1,0,am_peak,0,0 days 00:02:13,0 days 00:09:26,0 days 00:02:13,0 days 00:09:26
RB-2982923246,2019-11-08 10:45:39,,2019-11-08 10:56:16,700137974.0,1.29952,103.838268,1.290764,103.837365,3,600,1.2000000476837158,123932,0.0,3592211762268602368,3592211818103177216,3592211763342344192,3592211814881951744,3592211776227246080,3592211810586984448,162,1,0,1,day_nonpeak,0,,,,
RB-2983798447,2019-11-08 14:04:13,2019-11-08 14:08:24,2019-11-08 14:37:44,700314425.0,1.290764,103.837365,1.355648,103.987215,1,2410,1.5,123932,0.0,3592211818103177216,3592250232290672640,3592211814881951744,3592250229069447168,3592211810586984448,3592250224774479872,163,1,1,0,day_nonpeak,0,0 days 00:04:11,0 days 00:29:20,0 days 00:04:11,0 days 00:29:20
RB-3035325581,2019-11-21 22:34:01,,2019-11-21 22:34:24,700325728.0,1.277876,103.842371,1.302005,103.835934,3,1470,2.25,124058,0.0,3592211609797263360,3592211766563569664,3592211608723521536,3592211763342344192,3592211604428554240,3592211776227246080,164,1,0,1,pm_peak,0,,,,
RB-3020217111,2019-11-18 11:30:11,2019-11-18 11:38:59,2019-11-18 11:53:38,700243564.0,1.331363,103.808482,1.305592,103.835484,1,710,1.0,124597,0.0,3592201959005749248,3592211770858536960,3592201962226974720,3592211771932278784,3592201949342072832,3592211776227246080,165,1,1,0,day_nonpeak,0,0 days 00:08:48,0 days 00:14:39,0 days 00:08:48,0 days 00:14:39
RB-3020996555,2019-11-18 15:29:41,,2019-11-18 15:29:52,700671618.0,1.305592,103.835484,1.278203,103.849053,3,830,1.2000000476837158,124597,0.0,3592211770858536960,3592211218955239424,3592211771932278784,3592211222176464896,3592211776227246080,3592211226471432192,166,1,0,1,day_nonpeak,0,,,,
RB-3020998734,2019-11-18 15:30:16,,2019-11-18 15:30:27,700191506.0,1.305592,103.835484,1.276743,103.848264,3,840,1.2000000476837158,124597,0.0,3592211770858536960,3592211225397690368,3592211771932278784,3592211222176464896,3592211776227246080,3592211226471432192,167,3,0,3,day_nonpeak,0,,,,
RB-3021000944,2019-11-18 15:30:50,,2019-11-18 15:30:58,700149850.0,1.305592,103.835484,1.276743,103.848264,3,840,1.2000000476837158,124597,0.0,3592211770858536960,3592211225397690368,3592211771932278784,3592211222176464896,3592211776227246080,3592211226471432192,167,3,0,3,day_nonpeak,0,,,,
RB-3021002073,2019-11-18 15:31:09,,2019-11-18 15:31:23,700419190.0,1.305592,103.835484,1.276743,103.848264,3,840,1.2000000476837158,124597,0.0,3592211770858536960,3592211225397690368,3592211771932278784,3592211222176464896,3592211776227246080,3592211226471432192,167,3,0,3,day_nonpeak,0,,,,
RB-3021561355,2019-11-18 17:35:30,2019-11-18 17:40:52,2019-11-18 17:56:17,700663826.0,1.277152,103.848685,1.302632,103.835307,1,1070,1.5,124597,0.0,3592211225397690368,3592211766563569664,3592211222176464896,3592211763342344192,3592211226471432192,3592211776227246080,168,1,1,0,pm_peak,0,0 days 00:05:22,0 days 00:15:25,0 days 00:05:22,0 days 00:15:25
RB-3021764126,2019-11-18 18:13:15,2019-11-18 18:15:46,2019-11-18 18:34:36,700677582.0,1.302394,103.834374,1.331363,103.808482,1,1200,1.399999976158142,124597,0.0,3592211766563569664,3592201959005749248,3592211763342344192,3592201962226974720,3592211776227246080,3592201949342072832,169,1,1,0,pm_peak,0,0 days 00:02:31,0 days 00:18:50,0 days 00:02:31,0 days 00:18:50
RB-3022802107,2019-11-18 23:32:20,,2019-11-18 23:32:37,700692330.0,1.331363,103.808482,1.355648,103.987215,3,2670,1.2999999523162842,124597,0.0,3592201959005749248,3592250232290672640,3592201962226974720,3592250229069447168,3592201949342072832,3592250224774479872,170,1,0,1,pm_peak,0,,,,
RB-3055126662,2019-11-27 09:56:47,2019-11-27 10:04:21,2019-11-27 10:19:02,700695067.0,1.331363,103.808482,1.301189,103.857277,1,770,1.0,124597,0.0,3592201959005749248,3592211899707555840,3592201962226974720,3592211900781297664,3592201949342072832,3592211913666199552,171,1,1,0,am_peak,0,0 days 00:07:34,0 days 00:14:41,0 days 00:07:34,0 days 00:14:41
RB-3055436377,2019-11-27 11:28:30,2019-11-27 11:32:21,2019-11-27 11:57:47,700333554.0,1.302005,103.835934,1.3535,103.98758,1,1810,1.0,124597,0.0,3592211766563569664,3592250251618025472,3592211763342344192,3592250254839250944,3592211776227246080,3592250259134218240,172,1,1,0,day_nonpeak,0,0 days 00:03:51,0 days 00:25:26,0 days 00:03:51,0 days 00:25:26
RB-3070471043,2019-11-30 23:51:11,,2019-11-30 23:53:09,,1.301024086118364,103.87528985738754,1.298694,103.822825,2,2040,2.0,125737,0.0,3592210379289133056,3592211725761380352,3592210380362874880,3592211728982605824,3592210367477972992,3592211741867507712,173,3,0,3,pm_peak,1,,,,
RB-3070474832,2019-11-30 23:53:22,,2019-11-30 23:54:46,,1.301024086118364,103.87528985738754,1.298694,103.822825,2,2040,2.0,125737,0.0,3592210379289133056,3592211725761380352,3592210380362874880,3592211728982605824,3592210367477972992,3592211741867507712,173,3,0,3,pm_peak,1,,,,
RB-3070480952,2019-11-30 23:56:56,,2019-11-30 23:57:48,,1.301024086118364,103.87528985738754,1.298694,103.822825,2,2040,2.0,125737,0.0,3592210379289133056,3592211725761380352,3592210380362874880,3592211728982605824,3592210367477972992,3592211741867507712,173,3,0,3,pm_peak,1,,,,
RB-2996908900,2019-11-12 07:01:50,2019-11-12 07:04:23,2019-11-12 07:13:20,700644633.0,1.296265,103.840942,1.308489,103.818068,1,670,1.0,125829,1.0,3592211800923308032,3592212374301442048,3592211797702082560,3592212373227700224,3592211810586984448,3592212360342798336,174,1,1,0,am_peak,0,0 days 00:02:33,0 days 00:08:57,0 days 00:02:33,0 days 00:08:57
RB-2997507584,2019-11-12 09:29:55,2019-11-12 09:35:00,2019-11-12 09:47:06,700729109.0,1.31048,103.81522,1.296265,103.840942,1,670,1.100000023841858,125829,1.0,3592212348531638272,3592211800923308032,3592212347457896448,3592211797702082560,3592212360342798336,3592211810586984448,175,1,1,0,am_peak,0,0 days 00:05:05,0 days 00:12:06,0 days 00:05:05,0 days 00:12:06
RB-2997660896,2019-11-12 10:13:29,2019-11-12 10:16:23,2019-11-12 10:22:16,700296922.0,1.296265,103.840942,1.28446,103.833632,1,600,1.0,125829,0.9,3592211800923308032,3592211624829648896,3592211797702082560,3592211625903390720,3592211810586984448,3592211638788292608,176,1,1,0,day_nonpeak,0,0 days 00:02:54,0 days 00:05:53,0 days 00:02:54,0 days 00:05:53
RB-3002390914,2019-11-13 14:24:50,2019-11-13 14:27:30,2019-11-13 14:36:34,700236758.0,1.296265,103.840942,1.305061,103.82387,1,690,1.100000023841858,125829,1.0,3592211800923308032,3592211734351314944,3592211797702082560,3592211737572540416,3592211810586984448,3592211741867507712,177,1,1,0,day_nonpeak,0,0 days 00:02:40,0 days 00:09:04,0 days 00:02:40,0 days 00:09:04
RB-3068810364,2019-11-30 16:38:58,2019-11-30 16:46:36,2019-11-30 17:24:56,700319193.0,1.360747,103.990306,1.295608,103.839033,1,3930,2.5,125974,0.0,3592250212963319808,3592211798775824384,3592250211889577984,3592211797702082560,3592250224774479872,3592211810586984448,178,1,1,0,day_nonpeak,1,0 days 00:07:38,0 days 00:38:20,0 days 00:07:38,0 days 00:38:20
RB-3070245833,2019-11-30 22:20:41,2019-11-30 22:27:27,2019-11-30 22:38:14,700668327.0,1.300548,103.838474,1.284749,103.851992,1,2100,2.5,125974,0.0,3592211762268602368,3592211180300533760,3592211763342344192,3592211179226791936,3592211776227246080,3592211192111693824,179,1,1,0,pm_peak,1,0 days 00:06:46,0 days 00:10:47,0 days 00:06:46,0 days 00:10:47
RB-3060812601,2019-11-28 17:36:01,2019-11-28 17:36:28,2019-11-28 18:06:36,700390795.0,1.355834,103.987293,1.310502,103.855657,1,1690,1.1,126187,0.0,3592250232290672640,3592211992049352704,3592250229069447168,3592211995270578176,3592250224774479872,3592211982385676288,180,1,1,0,pm_peak,0,0 days 00:00:27,0 days 00:30:08,0 days 00:00:27,0 days 00:30:08
RB-3064395930,2019-11-29 14:58:14,,2019-11-29 14:59:03,700284089.0,1.301138,103.841316,1.310502,103.855657,3,1470,2.25,126187,0.0,3592211788038406144,3592211992049352704,3592211789112147968,3592211995270578176,3592211776227246080,3592211982385676288,181,1,0,1,day_nonpeak,0,,,,
RB-3068313546,2019-11-30 14:27:42,,2019-11-30 14:37:45,700743607.0,1.310502,103.855657,1.285711,103.853938,3,1160,1.3,126187,0.0,3592211992049352704,3592211178153050112,3592211995270578176,3592211179226791936,3592211982385676288,3592211192111693824,182,1,0,1,day_nonpeak,1,,,,
RB-3008167760,2019-11-14 21:18:42,,2019-11-14 21:18:45,,1.288859,103.845855,1.302005,103.835934,2,1530,2.75,126227,0.0,3592211186742984704,3592211766563569664,3592211187816726528,3592211763342344192,3592211192111693824,3592211776227246080,183,1,0,1,pm_peak,0,,,,
