order_no,booking_time,pickup_time,drop_off_time,driver_id,booking_pickup_latitude,booking_pickup_longitude,booking_destination_latitude,booking_destination_longitude,status,fare,surge_multiplier,customer_id,discount_amt,pickup_s2id_15,dropoff_s2id_15,pickup_s2id_14,dropoff_s2id_14,pickup_s2id_13,dropoff_s2id_13,trip_id,n_order,n_trip,n_cancel,time_period,weekend,wait_time_x,travel_time_x,wait_time_y,travel_time_y
RB-3067439743,2019-11-30 10:27:58,2019-11-30 10:34:27,2019-11-30 10:42:02,700702873.0,1.28780115334817,103.84854454547164,1.2821412,103.8587065,1,700,1.0,120868,0.0,3592211184595501056,3592211165268148224,3592211187816726528,3592211162046922752,3592211192111693824,3592211157751955456,71,1,1,0,day_nonpeak,1,0 days 00:06:29,0 days 00:07:35,0 days 00:06:29,0 days 00:07:35
RB-2955780763,2019-11-01 13:28:54,2019-11-01 13:33:34,2019-11-01 14:00:23,700228768.0,1.292031,103.834261,1.355648,103.987215,1,1610,1.0,120884,2.4,3592211813808209920,3592250232290672640,3592211814881951744,3592250229069447168,3592211810586984448,3592250224774479872,72,1,1,0,day_nonpeak,0,0 days 00:04:40,0 days 00:26:49,0 days 00:04:40,0 days 00:26:49
RB-2958296634,2019-11-01 21:00:20,2019-11-01 21:05:54,2019-11-01 21:12:11,700173223.0,1.30387,103.835798,1.308453,103.83455,1,770,1.600000023841858,120884,0.0,3592211768711053312,3592212159553077248,3592211771932278784,3592212158479335424,3592211776227246080,3592212154184368128,73,1,1,0,pm_peak,0,0 days 00:05:34,0 days 00:06:17,0 days 00:05:34,0 days 00:06:17
RB-2958788455,2019-11-01 23:20:19,,2019-11-01 23:20:28,,1.308453,103.83455,1.292031,103.834261,2,960,1.7999999523162842,120884,0.0,3592212159553077248,3592211813808209920,3592212158479335424,3592211814881951744,3592212154184368128,3592211810586984448,74,1,0,1,pm_peak,0,,,,
RB-2958803404,2019-11-01 23:27:05,,2019-11-01 23:28:53,700131199.0,1.308453,103.83455,1.292031,103.834261,3,960,1.7999999523162842,120884,0.0,3592212159553077248,3592211813808209920,3592212158479335424,3592211814881951744,3592212154184368128,3592211810586984448,75,1,0,1,pm_peak,0,,,,
RB-2961525733,2019-11-02 18:23:12,2019-11-02 18:26:49,2019-11-02 18:43:15,700277916.0,1.305073,103.830284,1.283397,103.860753,1,1270,1.600000023841858,120884,0.0,3592211742941249536,3592211158825697280,3592211746162475008,3592211162046922752,3592211741867507712,3592211157751955456,76,1,1,0,pm_peak,1,0 days 00:03:37,0 days 00:16:26,0 days 00:03:37,0 days 00:16:26
RB-2954885533,2019-11-01 09:30:44,2019-11-01 09:33:57,2019-11-01 09:57:01,700310933.0,1.296265,103.840942,1.355648,103.987215,1,2010,1.2999999523162842,120903,0.0,3592211800923308032,3592250232290672640,3592211797702082560,3592250229069447168,3592211810586984448,3592250224774479872,77,1,1,0,am_peak,0,0 days 00:03:13,0 days 00:23:04,0 days 00:03:13,0 days 00:23:04
RB-3044528022,2019-11-24 12:29:12,2019-11-24 12:37:00,2019-11-24 13:00:58,700456440.0,1.301459,103.773063,1.292203,103.856294,1,1880,1.5,121132,0.0,3592213297719410688,3592211854610399232,3592213300940636160,3592211857831624704,3592213288055734272,3592211844946722816,78,1,1,0,day_nonpeak,1,0 days 00:07:48,0 days 00:23:58,0 days 00:07:48,0 days 00:23:58
RB-2980388083,2019-11-07 17:43:18,,2019-11-07 17:47:49,700319323.0,1.256321,103.818958,1.304546,103.833945,3,1150,1.399999976158142,121505,0.0,3592214431590776832,3592211768711053312,3592214434812002304,3592211771932278784,3592214421927100416,3592211776227246080,79,1,0,1,pm_peak,0,,,,
RB-2981404162,2019-11-07 21:28:15,,2019-11-07 21:29:08,,1.30387,103.835798,1.319978,103.8857,2,2200,2.5,121505,0.0,3592211768711053312,3592210194605539328,3592211771932278784,3592210191384313856,3592211776227246080,3592210195679281152,80,1,0,1,pm_peak,0,,,,
RB-2981419004,2019-11-07 21:33:23,2019-11-07 21:37:16,2019-11-07 21:52:10,700140788.0,1.30387,103.835798,1.319978,103.8857,1,2200,2.5,121505,0.0,3592211768711053312,3592210194605539328,3592211771932278784,3592210191384313856,3592211776227246080,3592210195679281152,81,1,1,0,pm_peak,0,0 days 00:03:53,0 days 00:14:54,0 days 00:03:53,0 days 00:14:54
RB-2982935760,2019-11-08 10:49:09,,2019-11-08 10:50:04,700371710.0,1.319691,103.883186,1.302632,103.835307,3,1200,1.2999999523162842,121505,0.0,3592210196753022976,3592211766563569664,3592210199974248448,3592211763342344192,3592210195679281152,3592211776227246080,82,2,1,1,day_nonpeak,0,0 days 00:05:10,0 days 00:21:54,0 days 00:05:10,0 days 00:21:54
RB-2982939145,2019-11-08 10:50:08,2019-11-08 10:54:19,2019-11-08 11:16:13,700233531.0,1.319691,103.883186,1.302632,103.835307,1,1200,1.2999999523162842,121505,0.0,3592210196753022976,3592211766563569664,3592210199974248448,3592211763342344192,3592210195679281152,3592211776227246080,82,2,1,1,day_nonpeak,0,0 days 00:05:10,0 days 00:21:54,0 days 00:05:10,0 days 00:21:54
RB-3070441831,2019-11-30 23:36:22,,2019-11-30 23:39:45,,1.30364,103.87703,1.290602,103.846474,4,2580,3.0,121662,0.0,3592210353519329280,3592211828840595456,3592210354593071104,3592211832061820928,3592210367477972992,3592211844946722816,83,1,0,1,pm_peak,1,,,,
RB-2966606740,2019-11-04 09:58:12,,2019-11-04 09:58:13,,1.330911,103.795688,1.335557,103.73705,2,850,1.0,121729,0.0,3592201928940978176,3592201265368530944,3592201927867236352,3592201266442272768,3592201914982334464,3592201262147305472,84,2,0,2,am_peak,0,,,,
RB-2966606966,2019-11-04 09:58:16,,2019-11-04 09:58:18,,1.330911,103.795688,1.335557,103.73705,2,850,1.0,121729,0.0,3592201928940978176,3592201265368530944,3592201927867236352,3592201266442272768,3592201914982334464,3592201262147305472,84,2,0,2,am_peak,0,,,,
RB-2973834647,2019-11-06 06:37:59,,2019-11-06 06:38:01,,1.335557,103.73705,1.346934,103.789546,2,880,1.0,121729,0.0,3592201265368530944,3592202263948427264,3592201266442272768,3592202262874685440,3592201262147305472,3592202258579718144,85,4,0,4,am_peak,0,,,,
RB-2973834780,2019-11-06 06:38:04,,2019-11-06 06:38:05,,1.335557,103.73705,1.346934,103.789546,2,880,1.0,121729,0.0,3592201265368530944,3592202263948427264,3592201266442272768,3592202262874685440,3592201262147305472,3592202258579718144,85,4,0,4,am_peak,0,,,,
RB-2973835168,2019-11-06 06:38:16,,2019-11-06 06:38:18,,1.335557,103.73705,1.346934,103.789546,2,880,1.0,121729,0.0,3592201265368530944,3592202263948427264,3592201266442272768,3592202262874685440,3592201262147305472,3592202258579718144,85,4,0,4,am_peak,0,,,,
RB-2973835464,2019-11-06 06:38:25,,2019-11-06 06:38:26,,1.335557,103.73705,1.346934,103.789546,2,880,1.0,121729,0.0,3592201265368530944,3592202263948427264,3592201266442272768,3592202262874685440,3592201262147305472,3592202258579718144,85,4,0,4,am_peak,0,,,,
RB-2974740231,2019-11-06 10:37:49,,2019-11-06 10:37:51,,1.346934,103.789546,1.335557,103.73705,2,880,1.0,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,86,2,0,2,day_nonpeak,0,,,,
RB-2974740400,2019-11-06 10:37:52,,2019-11-06 10:37:54,,1.346934,103.789546,1.335557,103.73705,2,880,1.0,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,86,2,0,2,day_nonpeak,0,,,,
RB-2982912645,2019-11-08 10:42:46,,2019-11-08 10:42:48,,1.346934,103.789546,1.335557,103.73705,2,1060,1.2000000476837158,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,87,2,0,2,day_nonpeak,0,,,,
RB-2982912947,2019-11-08 10:42:51,,2019-11-08 10:42:53,,1.346934,103.789546,1.335557,103.73705,2,1060,1.2000000476837158,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,87,2,0,2,day_nonpeak,0,,,,
RB-2993114213,2019-11-11 07:47:20,,2019-11-11 07:53:27,700225629.0,1.335557,103.73705,1.323101,103.811385,3,1410,1.2999999523162842,121729,0.0,3592201265368530944,3592212266927259648,3592201266442272768,3592212270148485120,3592201262147305472,3592212257263583232,88,1,0,1,am_peak,0,,,,
RB-2993142553,2019-11-11 07:53:38,,2019-11-11 07:54:26,,1.335557,103.73705,1.323101,103.811385,2,1410,1.2999999523162842,121729,0.0,3592201265368530944,3592212266927259648,3592201266442272768,3592212270148485120,3592201262147305472,3592212257263583232,89,1,0,1,am_peak,0,,,,
RB-2993544531,2019-11-11 09:26:54,2019-11-11 09:30:33,2019-11-11 09:39:51,700724354.0,1.323024,103.81113,1.346934,103.789546,1,740,1.2999999523162842,121729,0.0,3592212266927259648,3592202263948427264,3592212270148485120,3592202262874685440,3592212257263583232,3592202258579718144,90,1,1,0,am_peak,0,0 days 00:03:39,0 days 00:09:18,0 days 00:03:39,0 days 00:09:18
RB-2993791858,2019-11-11 10:33:47,2019-11-11 10:41:58,2019-11-11 10:56:37,700209336.0,1.346934,103.789546,1.335557,103.73705,1,880,1.0,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,91,1,1,0,day_nonpeak,0,0 days 00:08:11,0 days 00:14:39,0 days 00:08:11,0 days 00:14:39
RB-2994261368,2019-11-11 13:01:40,2019-11-11 13:07:50,2019-11-11 13:14:35,700630333.0,1.343339,103.737848,1.335557,103.73705,1,600,1.0,121729,0.0,3592201355562844160,3592201265368530944,3592201352341618688,3592201266442272768,3592201365226520576,3592201262147305472,92,1,1,0,day_nonpeak,0,0 days 00:06:10,0 days 00:06:45,0 days 00:06:10,0 days 00:06:45
RB-2999425047,2019-11-12 18:07:46,2019-11-12 18:18:20,2019-11-12 18:44:39,700241071.0,1.335557,103.73705,1.346048,103.795511,1,1390,1.399999976158142,121729,0.0,3592201265368530944,3592202255358492672,3592201266442272768,3592202254284750848,3592201262147305472,3592202258579718144,93,1,1,0,pm_peak,0,0 days 00:10:34,0 days 00:26:19,0 days 00:10:34,0 days 00:26:19
RB-3000590429,2019-11-13 00:31:32,2019-11-13 00:38:41,2019-11-13 00:53:20,700285065.0,1.346934,103.789546,1.335557,103.73705,1,1180,1.0,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,94,1,1,0,midnight,0,0 days 00:07:09,0 days 00:14:39,0 days 00:07:09,0 days 00:14:39
RB-3013818587,2019-11-16 11:27:01,2019-11-16 11:31:49,2019-11-16 11:38:20,700385207.0,1.324011,103.930172,1.311769,103.939511,1,700,1.2000000476837158,121729,0.0,3592221806049624064,3592221864031682560,3592221804975882240,3592221865105424384,3592221809270849536,3592221877990326272,95,1,1,0,day_nonpeak,1,0 days 00:04:48,0 days 00:06:31,0 days 00:04:48,0 days 00:06:31
RB-3013867617,2019-11-16 11:42:04,2019-11-16 11:50:35,2019-11-16 11:58:15,700232214.0,1.312046,103.939625,1.355648,103.987215,1,1010,1.2000000476837158,121729,0.0,3592221891948969984,3592250232290672640,3592221890875228160,3592250229069447168,3592221877990326272,3592250224774479872,96,1,1,0,day_nonpeak,1,0 days 00:08:31,0 days 00:07:40,0 days 00:08:31,0 days 00:07:40
RB-3045839167,2019-11-24 19:55:27,,2019-11-24 19:55:28,,1.335557,103.737052,1.332671,103.79114,2,870,1.0,121729,0.0,3592201265368530944,3592201913908592640,3592201266442272768,3592201910687367168,3592201262147305472,3592201914982334464,97,5,0,5,pm_peak,1,,,,
RB-3045839438,2019-11-24 19:55:32,,2019-11-24 19:55:33,,1.335557,103.737052,1.332671,103.79114,2,870,1.0,121729,0.0,3592201265368530944,3592201913908592640,3592201266442272768,3592201910687367168,3592201262147305472,3592201914982334464,97,5,0,5,pm_peak,1,,,,
RB-3045839555,2019-11-24 19:55:35,,2019-11-24 19:55:35,,1.335557,103.737052,1.332671,103.79114,2,870,1.0,121729,0.0,3592201265368530944,3592201913908592640,3592201266442272768,3592201910687367168,3592201262147305472,3592201914982334464,97,5,0,5,pm_peak,1,,,,
RB-3045839714,2019-11-24 19:55:38,,2019-11-24 19:55:39,,1.335557,103.737052,1.332671,103.79114,2,870,1.0,121729,0.0,3592201265368530944,3592201913908592640,3592201266442272768,3592201910687367168,3592201262147305472,3592201914982334464,97,5,0,5,pm_peak,1,,,,
RB-3045839880,2019-11-24 19:55:41,,2019-11-24 19:55:42,,1.335557,103.737052,1.332671,103.79114,2,870,1.0,121729,0.0,3592201265368530944,3592201913908592640,3592201266442272768,3592201910687367168,3592201262147305472,3592201914982334464,97,5,0,5,pm_peak,1,,,,
RB-3047307025,2019-11-25 09:44:58,,2019-11-25 09:44:59,,1.346934,103.789546,1.335557,103.73705,2,980,1.0,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,98,5,0,5,am_peak,0,,,,
RB-3047307195,2019-11-25 09:45:01,,2019-11-25 09:45:03,,1.346934,103.789546,1.335557,103.73705,2,980,1.0,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,98,5,0,5,am_peak,0,,,,
RB-3047307555,2019-11-25 09:45:07,,2019-11-25 09:45:08,,1.346934,103.789546,1.335557,103.73705,2,980,1.0,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,98,5,0,5,am_peak,0,,,,
RB-3047307863,2019-11-25 09:45:12,,2019-11-25 09:45:13,,1.346934,103.789546,1.335557,103.73705,2,980,1.0,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,98,5,0,5,am_peak,0,,,,
RB-3047308146,2019-11-25 09:45:17,,2019-11-25 09:45:18,,1.346934,103.789546,1.335557,103.73705,2,980,1.0,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,98,5,0,5,am_peak,0,,,,
RB-3048783240,2019-11-25 16:38:04,,2019-11-25 16:38:06,,1.346934,103.789546,1.335557,103.73705,2,1170,1.2,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,99,4,0,4,day_nonpeak,0,,,,
RB-3048783553,2019-11-25 16:38:09,,2019-11-25 16:38:10,,1.346934,103.789546,1.335557,103.73705,2,1170,1.2,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,99,4,0,4,day_nonpeak,0,,,,
RB-3048784260,2019-11-25 16:38:19,,2019-11-25 16:38:20,,1.346934,103.789546,1.335557,103.73705,2,1170,1.2,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,99,4,0,4,day_nonpeak,0,,,,
RB-3048785030,2019-11-25 16:38:30,,2019-11-25 16:38:31,,1.346934,103.789546,1.335557,103.73705,2,1170,1.2,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,99,4,0,4,day_nonpeak,0,,,,
RB-3053127658,2019-11-26 18:18:16,,2019-11-26 18:18:17,,1.335557,103.73705,1.33135,103.807347,2,1340,1.3,121729,0.0,3592201265368530944,3592201959005749248,3592201266442272768,3592201962226974720,3592201262147305472,3592201949342072832,100,5,0,5,pm_peak,0,,,,
RB-3053128129,2019-11-26 18:18:21,,2019-11-26 18:18:22,,1.335557,103.73705,1.33135,103.807347,2,1340,1.3,121729,0.0,3592201265368530944,3592201959005749248,3592201266442272768,3592201962226974720,3592201262147305472,3592201949342072832,100,5,0,5,pm_peak,0,,,,
RB-3053130414,2019-11-26 18:18:48,,2019-11-26 18:18:49,,1.335557,103.73705,1.33135,103.807347,2,1340,1.3,121729,0.0,3592201265368530944,3592201959005749248,3592201266442272768,3592201962226974720,3592201262147305472,3592201949342072832,100,5,0,5,pm_peak,0,,,,
RB-3053130769,2019-11-26 18:18:52,,2019-11-26 18:18:54,,1.335557,103.73705,1.33135,103.807347,2,1340,1.3,121729,0.0,3592201265368530944,3592201959005749248,3592201266442272768,3592201962226974720,3592201262147305472,3592201949342072832,100,5,0,5,pm_peak,0,,,,
RB-3053135645,2019-11-26 18:19:51,,2019-11-26 18:19:52,,1.335557,103.73705,1.33135,103.807347,2,1440,1.4,121729,0.0,3592201265368530944,3592201959005749248,3592201266442272768,3592201962226974720,3592201262147305472,3592201949342072832,100,5,0,5,pm_peak,0,,,,
RB-3059031763,2019-11-28 09:45:15,,2019-11-28 09:45:16,,1.346934,103.789546,1.335557,103.73705,2,1090,1.0,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,101,2,0,2,am_peak,0,,,,
RB-3059031966,2019-11-28 09:45:18,,2019-11-28 09:45:20,,1.346934,103.789546,1.335557,103.73705,2,1090,1.0,121729,0.0,3592202263948427264,3592201265368530944,3592202262874685440,3592201266442272768,3592202258579718144,3592201262147305472,101,2,0,2,am_peak,0,,,,
RB-3063133717,2019-11-29 10:03:35,,2019-11-29 10:03:36,,1.364073,103.7643,1.335557,103.73705,2,1480,1.7,121729,0.0,3592201600375980032,3592201265368530944,3592201601449721856,3592201266442272768,3592201605744689152,3592201262147305472,102,2,0,2,day_nonpeak,0,,,,
RB-3063134174,2019-11-29 10:03:42,,2019-11-29 10:03:44,,1.364073,103.7643,1.335557,103.73705,2,1480,1.7,121729,0.0,3592201600375980032,3592201265368530944,3592201601449721856,3592201266442272768,3592201605744689152,3592201262147305472,102,2,0,2,day_nonpeak,0,,,,
RB-3070370621,2019-11-30 23:07:25,2019-11-30 23:14:44,2019-11-30 23:19:56,700159529.0,1.33107,103.79672,1.346934,103.789546,1,700,1.0,121729,0.0,3592201928940978176,3592202263948427264,3592201927867236352,3592202262874685440,3592201914982334464,3592202258579718144,103,1,1,0,pm_peak,1,0 days 00:07:19,0 days 00:05:12,0 days 00:07:19,0 days 00:05:12
RB-2958264519,2019-11-01 20:54:14,2019-11-01 20:59:17,2019-11-01 21:07:15,700244004.0,1.30387,103.835798,1.30837,103.834395,1,720,1.5,121746,0.0,3592211768711053312,3592212159553077248,3592211771932278784,3592212158479335424,3592211776227246080,3592212154184368128,104,1,1,0,pm_peak,0,0 days 00:05:03,0 days 00:07:58,0 days 00:05:03,0 days 00:07:58
RB-2958786045,2019-11-01 23:19:16,,2019-11-01 23:21:04,700256670.0,1.30837,103.834395,1.292031,103.834261,3,960,1.7999999523162842,121746,0.0,3592212159553077248,3592211813808209920,3592212158479335424,3592211814881951744,3592212154184368128,3592211810586984448,105,2,1,1,pm_peak,0,0 days 00:08:11,0 days 00:07:23,0 days 00:08:11,0 days 00:07:23
RB-2958790614,2019-11-01 23:21:17,2019-11-01 23:27:27,2019-11-01 23:34:50,700150267.0,1.30837,103.834395,1.292031,103.834261,1,1010,1.899999976158142,121746,0.0,3592212159553077248,3592211813808209920,3592212158479335424,3592211814881951744,3592212154184368128,3592211810586984448,105,2,1,1,pm_peak,0,0 days 00:08:11,0 days 00:07:23,0 days 00:08:11,0 days 00:07:23
RB-2959026149,2019-11-02 05:05:59,,2019-11-02 05:06:08,,1.290555,103.834756,1.24611,103.842491,2,1170,1.0,121746,0.0,3592211815955693568,3592217420888014848,3592211814881951744,3592217424109240320,3592211810586984448,3592217411224338432,106,1,0,1,midnight,1,,,,
RB-2961862890,2019-11-02 19:46:16,2019-11-02 19:48:23,2019-11-02 20:04:06,700405647.0,1.292031,103.834261,1.282302,103.858531,1,1030,1.7000000476837158,121746,0.0,3592211813808209920,3592211165268148224,3592211814881951744,3592211162046922752,3592211810586984448,3592211157751955456,107,1,1,0,pm_peak,1,0 days 00:02:07,0 days 00:15:43,0 days 00:02:07,0 days 00:15:43
RB-2962266947,2019-11-02 21:42:32,,2019-11-02 21:46:22,700372751.0,1.309835,103.855412,1.292031,103.834261,3,950,1.399999976158142,121746,0.0,3592211998491803648,3592211813808209920,3592211995270578176,3592211814881951744,3592211982385676288,3592211810586984448,108,3,1,2,pm_peak,1,0 days 00:16:33,0 days 00:19:35,0 days 00:16:33,0 days 00:19:35
RB-2962277725,2019-11-02 21:46:25,,2019-11-02 21:46:43,700121550.0,1.309835,103.855412,1.292031,103.834261,3,950,1.399999976158142,121746,0.0,3592211998491803648,3592211813808209920,3592211995270578176,3592211814881951744,3592211982385676288,3592211810586984448,108,3,1,2,pm_peak,1,0 days 00:16:33,0 days 00:19:35,0 days 00:16:33,0 days 00:19:35
RB-2962278716,2019-11-02 21:46:46,2019-11-02 21:59:05,2019-11-02 22:18:40,700250294.0,1.309835,103.855412,1.292031,103.834261,1,950,1.399999976158142,121746,0.0,3592211998491803648,3592211813808209920,3592211995270578176,3592211814881951744,3592211982385676288,3592211810586984448,108,3,1,2,pm_peak,1,0 days 00:16:33,0 days 00:19:35,0 days 00:16:33,0 days 00:19:35
RB-2962652702,2019-11-03 00:52:24,2019-11-03 00:57:27,2019-11-03 01:08:08,700195427.0,1.28184,103.85883,1.292031,103.834261,1,2800,2.75,121746,0.0,3592211163120664576,3592211813808209920,3592211162046922752,3592211814881951744,3592211157751955456,3592211810586984448,109,1,1,0,midnight,1,0 days 00:05:03,0 days 00:10:41,0 days 00:05:03,0 days 00:10:41
RB-2964282951,2019-11-03 16:21:59,2019-11-03 16:27:25,2019-11-03 16:35:16,700238025.0,1.292031,103.834261,1.304546,103.833945,1,600,1.0,121746,0.0,3592211813808209920,3592211768711053312,3592211814881951744,3592211771932278784,3592211810586984448,3592211776227246080,110,1,1,0,day_nonpeak,1,0 days 00:05:26,0 days 00:07:51,0 days 00:05:26,0 days 00:07:51
RB-2965469631,2019-11-03 22:41:17,2019-11-03 22:46:49,2019-11-03 22:57:00,700242635.0,1.292031,103.834261,1.305989,103.811868,1,1150,1.7000000476837158,121746,0.0,3592211813808209920,3592212389333827584,3592211814881951744,3592212390407569408,3592211810586984448,3592212394702536704,111,1,1,0,pm_peak,1,0 days 00:05:32,0 days 00:10:11,0 days 00:05:32,0 days 00:10:11
RB-2965621099,2019-11-04 00:48:04,,2019-11-04 00:51:15,,1.305989,103.811868,1.292031,103.834261,2,850,1.0,121746,0.0,3592212389333827584,3592211813808209920,3592212390407569408,3592211814881951744,3592212394702536704,3592211810586984448,112,1,0,1,midnight,0,,,,
RB-2967851686,2019-11-04 16:09:09,2019-11-04 16:12:36,2019-11-04 16:21:11,700610135.0,1.291908,103.834436,1.303994,103.83197,1,600,1.0,121746,0.0,3592211813808209920,3592211749383700480,3592211814881951744,3592211746162475008,3592211810586984448,3592211741867507712,113,1,1,0,day_nonpeak,0,0 days 00:03:27,0 days 00:08:35,0 days 00:03:27,0 days 00:08:35
RB-2968518002,2019-11-04 18:25:33,2019-11-04 18:29:58,2019-11-04 18:35:33,700233098.0,1.303805,103.832083,1.291908,103.834436,1,750,1.399999976158142,121746,0.0,3592211749383700480,3592211813808209920,3592211746162475008,3592211814881951744,3592211741867507712,3592211810586984448,114,1,1,0,pm_peak,0,0 days 00:04:25,0 days 00:05:35,0 days 00:04:25,0 days 00:05:35
RB-2971131182,2019-11-05 13:35:37,,2019-11-05 13:35:43,700138008.0,1.291902,103.834444,1.304314,103.835682,3,750,1.2999999523162842,121746,0.0,3592211813808209920,3592211768711053312,3592211814881951744,3592211771932278784,3592211810586984448,3592211776227246080,115,1,0,1,day_nonpeak,0,,,,
RB-2975048136,2019-11-06 12:15:13,2019-11-06 12:23:32,2019-11-06 12:35:39,700670838.0,1.291902,103.834444,1.304314,103.835682,1,600,1.0,121746,0.0,3592211813808209920,3592211768711053312,3592211814881951744,3592211771932278784,3592211810586984448,3592211776227246080,116,1,1,0,day_nonpeak,0,0 days 00:08:19,0 days 00:12:07,0 days 00:08:19,0 days 00:12:07
RB-2975511566,2019-11-06 14:31:36,2019-11-06 14:36:05,2019-11-06 14:45:57,700150004.0,1.30387,103.835798,1.305061,103.82387,1,780,1.399999976158142,121746,0.0,3592211768711053312,3592211734351314944,3592211771932278784,3592211737572540416,3592211776227246080,3592211741867507712,117,1,1,0,day_nonpeak,0,0 days 00:04:29,0 days 00:09:52,0 days 00:04:29,0 days 00:09:52
RB-2975870210,2019-11-06 16:05:27,2019-11-06 16:08:25,2019-11-06 16:16:40,700679359.0,1.305061,103.82387,1.291902,103.834444,1,650,1.399999976158142,121746,0.0,3592211734351314944,3592211813808209920,3592211737572540416,3592211814881951744,3592211741867507712,3592211810586984448,118,1,1,0,day_nonpeak,0,0 days 00:02:58,0 days 00:08:15,0 days 00:02:58,0 days 00:08:15
RB-2976200982,2019-11-06 17:14:02,,2019-11-06 17:14:04,,1.291899,103.834449,1.277055,103.832601,2,750,1.2999999523162842,121746,0.0,3592211813808209920,3592211577585008640,3592211814881951744,3592211574363783168,3592211810586984448,3592211570068815872,119,5,0,5,pm_peak,0,,,,
RB-2976201374,2019-11-06 17:14:06,,2019-11-06 17:14:08,,1.291899,103.834449,1.277055,103.832601,2,750,1.2999999523162842,121746,0.0,3592211813808209920,3592211577585008640,3592211814881951744,3592211574363783168,3592211810586984448,3592211570068815872,119,5,0,5,pm_peak,0,,,,
RB-2976202015,2019-11-06 17:14:14,,2019-11-06 17:14:16,,1.291899,103.834449,1.277055,103.832601,2,750,1.2999999523162842,121746,0.0,3592211813808209920,3592211577585008640,3592211814881951744,3592211574363783168,3592211810586984448,3592211570068815872,119,5,0,5,pm_peak,0,,,,
RB-2976202563,2019-11-06 17:14:20,,2019-11-06 17:14:22,,1.291899,103.834449,1.277055,103.832601,2,750,1.2999999523162842,121746,0.0,3592211813808209920,3592211577585008640,3592211814881951744,3592211574363783168,3592211810586984448,3592211570068815872,119,5,0,5,pm_peak,0,,,,
RB-2976202872,2019-11-06 17:14:24,,2019-11-06 17:14:26,,1.291899,103.834449,1.277055,103.832601,2,750,1.2999999523162842,121746,0.0,3592211813808209920,3592211577585008640,3592211814881951744,3592211574363783168,3592211810586984448,3592211570068815872,119,5,0,5,pm_peak,0,,,,
RB-2976403925,2019-11-06 17:54:04,,2019-11-06 17:54:06,,1.277055,103.832601,1.293606,103.832007,2,600,1.0,121746,0.0,3592211577585008640,3592211704286543872,3592211574363783168,3592211703212802048,3592211570068815872,3592211707507769344,120,3,0,3,pm_peak,0,,,,
RB-2976404237,2019-11-06 17:54:08,,2019-11-06 17:54:10,,1.277055,103.832601,1.293606,103.832007,2,600,1.0,121746,0.0,3592211577585008640,3592211704286543872,3592211574363783168,3592211703212802048,3592211570068815872,3592211707507769344,120,3,0,3,pm_peak,0,,,,
RB-2976404536,2019-11-06 17:54:11,,2019-11-06 17:54:13,,1.277055,103.832601,1.293606,103.832007,2,600,1.0,121746,0.0,3592211577585008640,3592211704286543872,3592211574363783168,3592211703212802048,3592211570068815872,3592211707507769344,120,3,0,3,pm_peak,0,,,,
RB-2977407695,2019-11-06 21:34:54,,2019-11-06 21:34:56,,1.291899,103.834449,1.297674,103.891142,2,1360,1.5,121746,0.0,3592211813808209920,3592210441566158848,3592211814881951744,3592210440492417024,3592211810586984448,3592210436197449728,121,2,0,2,pm_peak,0,,,,
RB-2977407909,2019-11-06 21:34:59,,2019-11-06 21:35:01,,1.291899,103.834449,1.297674,103.891142,2,1360,1.5,121746,0.0,3592211813808209920,3592210441566158848,3592211814881951744,3592210440492417024,3592211810586984448,3592210436197449728,121,2,0,2,pm_peak,0,,,,
